Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Visibility_MeanRatio,Item_Type_Combined,Outlet_Years
FDF32,16.35,Low Fat,0.068068082,Fruits and Vegetables,199.1426,OUT035,2004,Small,Tier 2,Supermarket Type1,0.999266435265448,Food,9
FDF11,10.195,Regular,0.01761655,Starchy Foods,239.4538,OUT013,1987,High,Tier 3,Supermarket Type1,0.5402081477310617,Food,26
DRI59,9.5,Low Fat,0.040898157000000004,Hard Drinks,225.2088,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.9083908085770012,Drinks,14
NCG54,12.1,Non-Edible,0.07979117599999999,Household,169.5106,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9982661277468554,Non-Consumable,9
FDM44,12.5,Low Fat,0.031049674,Fruits and Vegetables,101.399,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0016800334554965,Food,16
FDT57,15.2,Low Fat,0.019112323,Snack Foods,236.2248,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0020355819380233,Food,4
FDV24,5.635,Low Fat,0.10327233599999999,Baking Goods,151.205,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0785142387580315,Food,16
FDI50,8.42,Regular,0.054001525999999994,Canned,227.8352,OUT019,1985,Small,Tier 1,Grocery Store,1.3982628852584411,Food,28
FDS09,8.895,Regular,0.081073148,Snack Foods,51.2008,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9988905242305353,Food,9
NCC31,8.02,Non-Edible,0.019774239,Household,154.5972,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8835651824863924,Non-Consumable,28
FDQ07,15.1,Regular,0.153038134,Fruits and Vegetables,219.0456,OUT019,1985,Small,Tier 1,Grocery Store,1.472710490548149,Food,28
FDC22,6.89,Regular,0.13720009,Snack Foods,191.882,OUT017,2007,Small,Tier 2,Supermarket Type1,0.7825765871183221,Food,6
FDZ56,16.25,Low Fat,0.02573698,Fruits and Vegetables,169.3474,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8540575759594203,Food,16
FDZ40,8.935,Low Fat,0.07035480599999999,Frozen Foods,53.9298,OUT019,1985,Small,Tier 1,Grocery Store,1.3628329573004263,Food,28
FDS46,17.6,Regular,0.047028482999999996,Snack Foods,118.3782,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9961126735724868,Food,28
DRD24,13.85,Low Fat,0.030857537999999997,Soft Drinks,140.6154,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8010435649306955,Drinks,11
FDV45,16.75,Low Fat,0.045302246,Snack Foods,189.1556,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0029147841315798,Food,6
FDL26,18.0,Low Fat,0.073341257,Canned,155.7972,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8990992601404046,Food,11
FDA56,9.21,Low Fat,0.00880049,Fruits and Vegetables,123.0414,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8575713057026412,Food,4
FDN27,20.85,Low Fat,0.039562497,Meat,118.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,0.7797486914400531,Food,16
FDM20,10.0,Low Fat,0.038745947999999995,Fruits and Vegetables,245.0144,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.7790490448847095,Food,14
FDO16,5.48,Low Fat,0.015193653,Frozen Foods,82.825,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0057085723406118,Food,6
FDL03,19.25,Regular,0.027075481000000002,Meat,195.611,OUT035,2004,Small,Tier 2,Supermarket Type1,0.6557103721258996,Food,9
FDE58,18.5,Low Fat,0.052068722000000005,Snack Foods,117.0124,OUT046,1997,Small,Tier 1,Supermarket Type1,0.998524048580701,Food,16
FDI02,15.699999999999998,Regular,0.11401030599999999,Canned,112.2202,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9956781822872435,Food,28
NCC55,10.695,Non-Edible,0.111641021,Household,38.8848,OUT019,1985,Small,Tier 1,Grocery Store,1.5677778701479712,Non-Consumable,28
FDR03,15.7,Regular,0.008771522,Meat,205.798,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.48112291964563847,Food,4
FDB14,20.25,Regular,0.10330496800000001,Canned,92.61200000000001,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0035225964400767,Food,6
FDR45,10.8,Low Fat,0.028919202999999997,Snack Foods,240.9222,OUT013,1987,High,Tier 3,Supermarket Type1,0.8800376055423008,Food,26
NCN07,18.5,Non-Edible,0.034136703,Others,130.0284,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8041638398726731,Non-Consumable,6
FDM51,11.8,Regular,0.045393469000000006,Meat,102.2674,OUT019,1985,Small,Tier 1,Grocery Store,1.4743859592083135,Food,28
FDT52,9.695,Regular,0.047199898,Frozen Foods,244.9144,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.838517341801903,Food,28
FDL26,18.0,Low Fat,0.07319282,Canned,154.2972,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8972795531659596,Food,16
NCZ42,10.5,Non-Edible,0.011287928999999999,Household,238.9248,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8692432199872985,Non-Consumable,16
DRI47,14.7,Low Fat,0.036628533,Hard Drinks,145.6128,OUT019,1985,Small,Tier 1,Grocery Store,1.4732660433780396,Drinks,28
FDW40,14.0,Regular,0.105057952,Frozen Foods,141.1812,OUT013,1987,High,Tier 3,Supermarket Type1,0.9390714626604744,Food,26
FDN34,15.6,Regular,0.06568385968808309,Snack Foods,169.2132,OUT046,1997,Small,Tier 1,Supermarket Type1,1.2511880044695212,Food,16
FDS01,11.6,Low Fat,0.017741643999999997,Canned,178.3686,OUT035,2004,Small,Tier 2,Supermarket Type1,0.816666918814658,Food,9
NCG55,16.25,Non-Edible,0.039225552999999996,Household,116.2176,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0018136542949367,Non-Consumable,11
FDC11,20.5,Low Fat,0.14176602900000002,Starchy Foods,87.4172,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9975539242668701,Food,9
FDX35,5.035,Regular,0.08023606400000001,Breads,226.4036,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8847411615689917,Food,4
NCB06,17.6,Non-Edible,0.082332074,Health and Hygiene,160.392,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9980895697603136,Non-Consumable,16
FDR09,18.25,Low Fat,0.136085739,Snack Foods,259.8962,OUT019,1985,Small,Tier 1,Grocery Store,1.3982628843862466,Food,28
FDC53,8.68,Low Fat,0.008885671999999999,Frozen Foods,96.9384,OUT017,2007,Small,Tier 2,Supermarket Type1,0.84506986932009,Food,6
FDY45,17.5,Low Fat,0.06568385968808309,Snack Foods,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,1.4533701666790908,Food,26
FDA22,7.435,Low Fat,0.14135594099999998,Starchy Foods,168.5158,OUT010,1998,Small,Tier 3,Grocery Store,1.5019976073923396,Food,15
FDE02,8.71,Low Fat,0.12122744699999999,Canned,95.2778,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9578733872630123,Food,9
FDW21,5.34,Regular,0.005975976,Snack Foods,100.8358,OUT045,2002,Small,Tier 2,Supermarket Type1,0.2858594995061826,Food,11
FDV34,10.695,Regular,0.011425458000000001,Snack Foods,73.6038,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9998438162171711,Food,16
FDS59,14.8,Regular,0.043961689000000005,Breads,109.15700000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.9991530556169818,Food,14
NCW17,18.0,Non-Edible,0.01949589,Health and Hygiene,127.8994,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8450698822358175,Non-Consumable,6
NCK54,12.15,Non-Edible,0.029523375,Household,117.215,OUT046,1997,Small,Tier 1,Supermarket Type1,0.7101231192477465,Non-Consumable,16
FDG17,6.865,Regular,0.062751586,Frozen Foods,244.2486,OUT019,1985,Small,Tier 1,Grocery Store,1.5219994524627116,Food,28
FDG35,21.2,Regular,0.06568385968808309,Starchy Foods,173.0738,OUT017,2007,Small,Tier 2,Supermarket Type1,3.0264217946643086,Food,6
FDD08,8.3,Low Fat,0.059175952999999996,Fruits and Vegetables,37.8506,OUT010,1998,Small,Tier 3,Grocery Store,1.23374932550129,Food,15
NCO07,9.06,Non-Edible,0.009831566,Others,211.15599999999998,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0052903387640564,Non-Consumable,6
FDJ10,5.095,Regular,0.21676258399999998,Snack Foods,142.2838,OUT010,1998,Small,Tier 3,Grocery Store,1.2329249659817427,Food,15
FDW36,11.15,Low Fat,0.057254675,Baking Goods,104.0622,OUT017,2007,Small,Tier 2,Supermarket Type1,1.003463670242934,Food,6
FDW21,5.34,Regular,0.06568385968808309,Snack Foods,101.0358,OUT010,1998,Small,Tier 3,Grocery Store,3.1419730025806256,Food,15
FDY19,19.75,Low Fat,0.041598912,Fruits and Vegetables,118.0466,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8861314936626054,Food,6
DRE03,19.6,Low Fat,0.024206741,Dairy,47.0718,OUT013,1987,High,Tier 3,Supermarket Type1,1.0020108939167411,Drinks,26
NCC55,10.695,Non-Edible,0.063862271,Household,38.1848,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8968195947544456,Non-Consumable,14
FDH52,9.42,Regular,0.073484791,Frozen Foods,63.6194,OUT010,1998,Small,Tier 3,Grocery Store,1.4332215530382304,Food,15
FDO09,13.5,Regular,0.125983278,Snack Foods,264.691,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8589231517544962,Food,6
FDU43,19.35,Regular,0.058161092000000005,Fruits and Vegetables,239.4564,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9034262064087705,Food,11
FDX09,9.0,Low Fat,0.10921389999999999,Snack Foods,175.037,OUT010,1998,Small,Tier 3,Grocery Store,1.430141910457123,Food,15
FDH40,11.6,Regular,0.138195491,Frozen Foods,83.1276,OUT019,1985,Small,Tier 1,Grocery Store,1.473095054263885,Food,28
FDW58,20.75,Low Fat,0.007595816,Snack Foods,104.4622,OUT017,2007,Small,Tier 2,Supermarket Type1,0.455471285100794,Food,6
FDC47,15.0,Low Fat,0.11956313,Snack Foods,227.2694,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0050612622013373,Food,6
NCR41,17.85,Non-Edible,0.018020588,Health and Hygiene,94.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,0.4305765941411396,Non-Consumable,9
DRG49,7.81,Low Fat,0.067442541,Soft Drinks,244.7486,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8691884975010497,Drinks,9
FDC52,11.15,Regular,0.008239804,Dairy,152.2708,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.41695207272973256,Food,28
FDY13,12.1,Low Fat,0.030127406000000002,Canned,74.567,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0024271439651078,Food,16
FDY35,17.6,Regular,0.016014343,Breads,44.0402,OUT013,1987,High,Tier 3,Supermarket Type1,0.9975636604407726,Food,26
FDI35,14.0,Low Fat,0.041524728999999996,Starchy Foods,181.7634,OUT017,2007,Small,Tier 2,Supermarket Type1,1.004434358091891,Food,6
NCU18,15.1,Non-Edible,0.055926872,Household,141.4496,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8573972797224171,Non-Consumable,14
FDY33,14.5,Regular,0.097597084,Snack Foods,158.5262,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.002448903827376,Food,4
FDC15,18.1,Low Fat,0.177107232,Dairy,157.5288,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9959214828670965,Food,28
FDU01,20.25,Regular,0.06568385968808309,Canned,186.4924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.4856805787574727,Food,14
NCU42,9.0,Non-Edible,0.019506654,Household,169.5474,OUT046,1997,Small,Tier 1,Supermarket Type1,1.00041626198888,Non-Consumable,16
NCV29,11.8,Non-Edible,0.022936556,Health and Hygiene,177.6686,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.7294607363730865,Non-Consumable,4
NCY30,20.25,Non-Edible,0.02610006,Household,182.8976,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8733730511252202,Non-Consumable,6
FDQ46,7.51,Low Fat,0.10397443099999999,Snack Foods,112.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0032039068423275,Food,14
FDG58,10.695,Regular,0.086360962,Snack Foods,153.7972,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9947632037033862,Food,28
FDK33,17.85,Low Fat,0.011298801,Snack Foods,213.25599999999997,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8593506338972907,Food,6
NCD07,9.1,Non-Edible,0.055541152999999996,Household,115.6518,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0017600598547327,Non-Consumable,11
NCX29,10.0,Non-Edible,0.088720803,Health and Hygiene,144.4102,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9955402232677357,Non-Consumable,28
NCT42,5.88,Non-Edible,0.024866608999999998,Household,148.3392,OUT013,1987,High,Tier 3,Supermarket Type1,0.798122134088959,Non-Consumable,26
DRN59,15.0,Low Fat,0.064129493,Hard Drinks,45.906000000000006,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9928784456813884,Drinks,9
FDI44,16.1,Low Fat,0.10021391699999999,Fruits and Vegetables,79.0328,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9983352431729949,Food,9
FDA45,21.25,Low Fat,0.15562125400000001,Snack Foods,178.237,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.2394016690426595,Food,14
FDP31,21.1,Regular,0.161832494,Fruits and Vegetables,65.7168,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0011101472131136,Food,11
FDY01,11.8,Regular,0.17028349199999998,Canned,115.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9992900303779583,Food,16
FDT09,15.15,Regular,0.012313256000000002,Snack Foods,132.8284,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.44457537601226493,Food,4
DRH03,17.25,Low Fat,0.06568385968808309,Dairy,94.81200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type2,1.535413247784426,Drinks,28
FDA36,5.985,Low Fat,0.005689466,Baking Goods,186.6924,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0018503041631825,Food,4
NCF31,9.13,Non-Edible,0.052140695,Household,153.4024,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0054470179261255,Non-Consumable,6
FDG14,9.0,Regular,0.050579228,Canned,151.3024,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0006327347810942,Food,14
FDG28,9.284999999999998,Regular,0.04904165,Frozen Foods,245.5144,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9497518321379405,Food,28
FDU14,17.75,Low Fat,0.034806679,Dairy,250.175,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.818193826850885,Food,14
FDY47,8.6,Regular,0.09539525800000001,Breads,131.131,OUT019,1985,Small,Tier 1,Grocery Store,1.2703454116361768,Food,28
FDI56,7.325,Low Fat,0.09353057099999999,Fruits and Vegetables,90.4146,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8426579709003273,Food,14
DRD01,12.1,Regular,0.061124625999999994,Soft Drinks,56.4614,OUT013,1987,High,Tier 3,Supermarket Type1,0.8422562773417179,Drinks,26
FDM22,14.0,Regular,0.06568385968808309,Snack Foods,54.864,OUT046,1997,Small,Tier 1,Supermarket Type1,1.2951045582420728,Food,16
FDH33,12.85,Low Fat,0.121624114,Snack Foods,42.2428,OUT013,1987,High,Tier 3,Supermarket Type1,1.0,Food,26
DRZ24,7.535,Low Fat,0.081719458,Soft Drinks,118.444,OUT013,1987,High,Tier 3,Supermarket Type1,0.8023191013651056,Drinks,26
NCQ38,16.35,Non-Edible,0.01336643,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0024271666271938,Non-Consumable,16
FDO16,5.48,Low Fat,0.015035032,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9952090236505609,Food,28
FDU07,11.1,Low Fat,0.059557164,Fruits and Vegetables,149.2366,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9935388373991098,Food,28
NCB07,19.2,Non-Edible,0.077443049,Household,194.511,OUT013,1987,High,Tier 3,Supermarket Type1,0.9973830479672066,Non-Consumable,26
FDU48,18.85,Low Fat,0.055470720999999994,Baking Goods,132.1284,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9047245765056172,Food,11
NCM43,14.5,Non-Edible,0.019514866999999998,Others,165.12099999999998,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9994679028456287,Non-Consumable,11
FDR31,6.46,Regular,0.08228859,Fruits and Vegetables,144.4102,OUT010,1998,Small,Tier 3,Grocery Store,1.4720209846349466,Food,15
DRK49,14.15,Low Fat,0.036090136,Soft Drinks,41.1138,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8185612428475392,Drinks,4
NCI30,20.25,Non-Edible,0.098645981,Household,244.74599999999998,OUT010,1998,Small,Tier 3,Grocery Store,1.4335597304353216,Non-Consumable,15
DRD60,15.7,Low Fat,0.03744271,Soft Drinks,181.1634,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0047046505549893,Drinks,6
NCG19,20.25,Non-Edible,0.147933567,Household,235.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9988801947248814,Non-Consumable,16
FDH12,9.6,Low Fat,0.084937598,Baking Goods,105.02799999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8991098867379902,Food,9
FDM32,20.5,Low Fat,0.020601136000000003,Fruits and Vegetables,91.68299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9989702542362272,Food,9
FDM27,12.35,Regular,0.15843938800000001,Meat,156.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,1.1686912676745083,Food,9
NCU53,5.485,Non-Edible,0.06568385968808309,Health and Hygiene,165.7842,OUT027,1985,Medium,Tier 3,Supermarket Type2,1.38472143073126,Non-Consumable,28
NCQ18,15.75,Non-Edible,0.135072801,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8800568238437972,Non-Consumable,16
FDS10,19.2,Low Fat,0.035156307000000005,Snack Foods,179.1318,OUT013,1987,High,Tier 3,Supermarket Type1,0.8511749535977192,Food,26
FDB33,17.75,Low Fat,0.014509563999999999,Fruits and Vegetables,157.4262,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8518312941752157,Food,28
FDI12,9.395,Regular,0.10031539099999999,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1,0.9996152121719983,Food,26
NCW42,18.2,Non-Edible,0.058420325,Household,221.4456,OUT013,1987,High,Tier 3,Supermarket Type1,0.9746156650001713,Non-Consumable,26
NCC06,19.0,Non-Edible,0.027096297999999998,Household,128.6336,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8112921831204088,Non-Consumable,4
FDW02,4.805,Regular,0.037912667000000004,Dairy,125.8704,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0033079841448795,Food,6
NCD43,8.85,Non-Edible,0.016110572,Household,104.2964,OUT017,2007,Small,Tier 2,Supermarket Type1,0.6625918159811209,Non-Consumable,6
FDM57,11.65,Regular,0.076158144,Snack Foods,82.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8729822771315064,Food,4
FDA58,9.395,Low Fat,0.104338095,Snack Foods,236.8932,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0842688189163188,Food,6
FDK56,9.695,Low Fat,0.129998012,Fruits and Vegetables,185.1898,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8879268906428045,Food,16
FDP52,18.7,Regular,0.06568385968808309,Frozen Foods,231.201,OUT045,2002,Small,Tier 2,Supermarket Type1,0.79402535323991,Food,11
FDW20,20.75,Low Fat,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.7456133222611936,Food,4
FDS52,8.89,Low Fat,0.005483027,Frozen Foods,100.4016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0011930993064357,Food,14
NCT29,12.6,Non-Edible,0.064371885,Health and Hygiene,119.8414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0029184547604302,Non-Consumable,4
NCL54,12.6,Non-Edible,0.08268494900000001,Household,176.6054,OUT013,1987,High,Tier 3,Supermarket Type1,1.0888959895295094,Non-Consumable,26
FDC05,13.1,Regular,0.098984923,Frozen Foods,198.2768,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8717495460628328,Food,11
FDF34,9.3,Regular,0.014016743,Snack Foods,196.8084,OUT035,2004,Small,Tier 2,Supermarket Type1,1.000151413299011,Food,9
FDP03,5.15,Regular,0.060880827,Meat,124.4388,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.7961043209579122,Food,28
FDD32,17.7,Regular,0.068511767,Fruits and Vegetables,83.2276,OUT010,1998,Small,Tier 3,Grocery Store,1.2511925298600086,Food,15
FDZ10,17.85,Low Fat,0.06568385968808309,Snack Foods,127.50200000000001,OUT045,2002,Small,Tier 2,Supermarket Type1,1.3169791522857959,Food,11
FDZ40,8.935,Low Fat,0.04017515,Frozen Foods,54.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,0.7782271261538014,Food,9
FDD51,11.15,Low Fat,0.120441348,Dairy,43.7744,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.1290252685573228,Food,4
NCY30,20.25,Non-Edible,0.045440802999999995,Household,179.5976,OUT019,1985,Small,Tier 1,Grocery Store,1.5205625106490197,Non-Consumable,28
FDP58,11.1,Low Fat,0.135906738,Snack Foods,217.9482,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0056981229328767,Food,6
FDV49,10.0,Low Fat,0.025973287999999997,Canned,264.3226,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8033051445794566,Food,6
FDY24,4.88,Regular,0.23372937,Baking Goods,52.4298,OUT019,1985,Small,Tier 1,Grocery Store,1.6694919471110594,Food,28
NCO55,12.8,Non-Edible,0.091552173,Others,107.1938,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0044129709763578,Non-Consumable,6
FDR13,9.895,Regular,0.028883289,Canned,116.6492,OUT017,2007,Small,Tier 2,Supermarket Type1,0.835330322611208,Food,6
FDS51,13.35,Low Fat,0.03236252,Meat,62.0194,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0035015383510157,Food,6
FDP26,7.785,Low Fat,0.13983584400000001,Dairy,104.7306,OUT045,2002,Small,Tier 2,Supermarket Type1,1.361827411594166,Food,11
NCB54,8.76,Non-Edible,0.049810328,Health and Hygiene,129.2336,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8656753883823318,Non-Consumable,28
FDF32,16.35,Low Fat,0.068466049,Fruits and Vegetables,197.1426,OUT017,2007,Small,Tier 2,Supermarket Type1,1.005108748634044,Food,6
FDN31,11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8841021011509829,Food,4
DRM48,15.2,Low Fat,0.113535259,Soft Drinks,36.0848,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8848708775449646,Drinks,6
FDN20,19.35,Low Fat,0.026222599,Fruits and Vegetables,169.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.7337961311046908,Food,14
DRL01,19.5,Regular,0.06568385968808309,Soft Drinks,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8936604933082354,Drinks,16
FDV56,16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8989419416522565,Food,14
DRH13,8.575,Low Fat,0.023770287999999997,Soft Drinks,107.728,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.994615521425263,Drinks,28
FDA03,18.5,Regular,0.045720935,Dairy,145.6102,OUT017,2007,Small,Tier 2,Supermarket Type1,1.001730293753154,Food,6
FDF47,20.85,Low Fat,0.097145513,Starchy Foods,223.8746,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9948913298955665,Food,28
FDX32,15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0018951561823042,Food,16
FDX57,17.25,Regular,0.047339698,Snack Foods,96.5068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.000423037518428,Food,14
NCA30,19.0,Non-Edible,0.129596025,Household,190.5872,OUT045,2002,Small,Tier 2,Supermarket Type1,1.000298645773492,Non-Consumable,11
FDO49,10.6,Regular,0.033024662999999996,Breakfast,49.3008,OUT013,1987,High,Tier 3,Supermarket Type1,0.8331971035310188,Food,26
