Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Type_Combined,Outlet_Years,Avg_sales_product
FDW11,12.6,Low Fat,0.048980800000000005,Breads,61.9194,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,1.0029482716602502,Food,4,
NCM43,14.5,Non-Edible,0.019471688,Others,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,0.8307595884789992,Non-Consumable,9,
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,Small,Tier 2,Supermarket Type1,3823.0236,1.1066860366150992,Food,6,
FDM15,11.8,Regular,0.057373797000000004,Meat,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1,1360.2294,0.9983272047745854,Food,26,
FDS31,13.1,Regular,0.044155597000000005,Fruits and Vegetables,178.8318,OUT013,1987,High,Tier 3,Supermarket Type1,3969.4996,0.8750974261060324,Food,26,
FDI32,17.7,Low Fat,0.291865402,Fruits and Vegetables,115.1834,OUT010,1998,Small,Tier 3,Grocery Store,345.5502,1.502220158833541,Food,15,
FDR47,17.85,Low Fat,0.06611236082486209,Breads,196.5794,OUT010,1998,Small,Tier 3,Grocery Store,585.2382,0.7935696231524523,Food,15,
FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,2002,Small,Tier 2,Supermarket Type1,1010.6844,0.8891376606863092,Food,11,
NCU05,11.8,Non-Edible,0.098312421,Health and Hygiene,81.4618,OUT010,1998,Small,Tier 3,Grocery Store,161.1236,1.5042148996000295,Non-Consumable,15,
DRY23,9.395,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112,1.5556266933146095,Drinks,28,
FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.7476,0.9956080761719409,Food,11,
FDQ28,14.0,Regular,0.060134441,Frozen Foods,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type2,6024.1584,0.9951620088874412,Food,28,
FDV39,11.3,Low Fat,0.0072946519999999996,Meat,198.1426,OUT045,2002,Small,Tier 2,Supermarket Type1,988.7130000000001,0.46475499231924194,Food,11,
NCO17,10.0,Non-Edible,0.128478462,Health and Hygiene,117.944,OUT019,1985,Small,Tier 1,Grocery Store,239.688,1.6003729714430723,Non-Consumable,28,
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112,0.9984560311864705,Food,26,
FDT12,6.215,Regular,0.049381405999999996,Baking Goods,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type2,4739.8302,0.9070589341258873,Food,28,
FDK58,11.35,Regular,0.045165795999999994,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.0160000000001,0.8287581635845876,Food,4,
FDO08,11.1,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,1.3716689396928292,Food,28,
NCW29,14.0,Non-Edible,0.028907832,Health and Hygiene,130.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.9860000000001,0.8894169292744109,Non-Consumable,14,
FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.958,0.8999672322329714,Food,11,
NCB19,6.525,Non-Edible,0.09043609400000001,Household,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932,0.889868733576101,Non-Consumable,14,
FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368,0.8893073807389177,Food,14,
FDL58,5.78,Regular,0.07426435599999999,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224,0.9347172855839344,Food,14,
FDA08,11.85,Regular,0.050186725999999994,Fruits and Vegetables,164.1526,OUT045,2002,Small,Tier 2,Supermarket Type1,3124.5994,0.8903116288957265,Food,11,
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916,0.9143475112523438,Food,4,
NCX06,17.6,Non-Edible,0.01561108,Household,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type2,5070.7328,0.8644885889253947,Non-Consumable,28,
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,1.0003803152371231,Food,16,
FDB41,19.0,Regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078,0.8074741545668175,Food,16,
NCN55,14.6,Non-Edible,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845,0.9771985967685837,Non-Consumable,14,
FDE40,15.6,Regular,0.09866365199999999,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type2,2105.2596,0.9179494423527116,Food,28,
FDX49,4.615,Regular,0.101338651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type2,5359.69,0.9947952237523714,Food,28,
NCM53,18.75,Non-Edible,0.052146455999999994,Health and Hygiene,104.62799999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696,0.9993671688176069,Non-Consumable,11,
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,0.9094971401510803,Food,9,
FDN57,18.25,Low Fat,0.054344185999999996,Snack Foods,140.2154,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848,0.9046495356868998,Food,11,
FDI24,10.3,Low Fat,0.07836248400000001,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type2,6704.606,0.8658007397217414,Food,28,
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,0.8656651754055651,Food,16,
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,1.5033978716377463,Food,15,
FDG52,13.65,Low Fat,0.06573288299999999,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,1.001601910698963,Food,14,
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,3630.6074,0.900482330312769,Drinks,11,
FDS45,5.175,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,1.4529355500946424,Food,28,
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Small,Tier 3,Grocery Store,231.6984,1.4466027093716927,Food,15,
DRK12,9.5,Low Fat,0.041878397000000005,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,0.9315921633570823,Drinks,9,
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,0.8971045988937485,Drinks,9,
FDL58,5.78,Regular,0.06611236082486209,Snack Foods,263.7568,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.5679999999998,0.8321134092075173,Food,6,
NCD30,19.7,Non-Edible,0.026903714,Household,96.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1272.3438,0.6734740131571715,Non-Consumable,11,
NCZ54,14.65,Non-Edible,0.06611236082486209,Household,161.5552,OUT010,1998,Small,Tier 3,Grocery Store,324.9104,0.7356380653241471,Non-Consumable,15,
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Small,Tier 3,Grocery Store,131.1626,1.5653389248930707,Food,15,
FDR44,6.11,Regular,0.06611236082486209,Fruits and Vegetables,131.2968,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,0.6716936628248368,Food,15,
FDP28,13.65,Regular,0.13497562800000001,Frozen Foods,260.0936,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,1.5415872219831657,Food,15,
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,0.9992070456152972,Food,26,
FDA39,6.32,Low Fat,0.06611236082486209,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,3.2293524858323006,Food,9,
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,0.9679026944320994,Food,14,
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224,0.7407710616542132,Food,6,
FDH28,15.85,Regular,0.11003099699999999,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,0.9563833352103939,Food,16,
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,3552.7088,1.0038936453306724,Food,6,
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,0.8968477060176689,Drinks,26,
NCO07,9.06,Non-Edible,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998,1.4724029968510224,Non-Consumable,28,
FDW20,20.75,Low Fat,0.024129332000000003,Fruits and Vegetables,124.17299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,0.8561975591644059,Food,26,
DRF27,8.93,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,1.5996460104254258,Drinks,28,
FDS49,9.0,Low Fat,0.06611236082486209,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,0.8600287270165863,Food,9,
FDX25,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type2,3101.2964,1.0704229789247397,Food,28,
NCX42,6.36,Non-Edible,0.0059496440000000005,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type2,4769.1254,0.8985398684096463,Non-Consumable,28,
FDG33,5.365000000000001,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type2,3435.528,0.870492878994874,Food,28,
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574,0.8905453024834796,Food,11,
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,0.9975539350626028,Food,9,
NCD06,13.0,Non-Edible,0.099325278,Household,45.406000000000006,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,0.997913847976093,Non-Consumable,16,
DRM47,9.3,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type2,2293.0152,0.8945416551110307,Drinks,28,
FDS46,17.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,1.5192846485470044,Food,28,
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,0.8865996988884407,Food,26,
FDX21,7.05,Low Fat,0.08455456900000001,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type2,2074.6328,0.8444907405551507,Food,28,
NCU05,11.8,Non-Edible,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type2,241.6854,0.8943333415572738,Non-Consumable,28,
NCR38,17.25,Non-Edible,0.113748685,Household,251.3724,OUT045,2002,Small,Tier 2,Supermarket Type1,6795.1548,0.8893843861875341,Non-Consumable,11,
NCR18,15.85,Non-Edible,0.020603511,Household,42.7112,OUT017,2007,Small,Tier 2,Supermarket Type1,639.168,1.0043623332372364,Non-Consumable,6,
NCU41,18.85,Non-Edible,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,0.9996775896627969,Non-Consumable,9,
FDY56,16.35,Regular,0.06276442900000001,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,7222.5984,0.8531300013283512,Food,6,
DRJ51,14.1,Low Fat,0.08797726199999999,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,1.050664748338534,Drinks,9,
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,0.9112349102875497,Food,9,
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,0.9983581020203086,Food,26,
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,0.8877838363396925,Food,9,
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,1.0013298752627957,Food,14,
FDF05,17.5,Low Fat,0.027022882999999998,Frozen Foods,262.491,OUT017,2007,Small,Tier 2,Supermarket Type1,5259.82,1.004720898992073,Food,6,
DRF15,18.35,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,1.2189634451017115,Drinks,28,
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,0.9708243662693775,Food,4,
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,0.8884289235993256,Food,14,
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,0.998234478190018,Food,26,
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Small,Tier 2,Supermarket Type1,3779.0808,0.9800036635956303,Food,11,
FDQ04,6.4,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,1.1867037738488235,Food,28,
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Small,Tier 2,Supermarket Type1,259.66200000000003,0.8796766140909911,Food,6,
NCI17,8.645,Non-Edible,0.143303291,Health and Hygiene,96.34100000000001,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,0.9981558165571558,Non-Consumable,26,
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.8029999999999,0.850009270205843,Food,11,
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.9394,0.811736089985496,Food,6,
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,0.920975183379322,Food,26,
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,0.9971935423940371,Drinks,9,
FDG28,9.285,Regular,0.049559042000000005,Frozen Foods,246.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,1.0028202334912537,Food,6,
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Small,Tier 2,Supermarket Type1,5359.69,0.869925054903026,Food,11,
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,1764.37,0.8409652466972057,Food,11,
NCR54,16.35,Non-Edible,0.090486828,Household,195.21099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,0.910699419488827,Non-Consumable,26,
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,0.9989435018058513,Food,26,
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,0.9982383389253319,Food,26,
FDG59,15.85,Low Fat,0.04347912599999999,Starchy Foods,36.7164,OUT017,2007,Small,Tier 2,Supermarket Type1,308.9312,1.0045302692120919,Food,6,
FDM28,15.7,Low Fat,0.045166237000000005,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,0.8071456612029198,Food,26,
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,0.9538027406648799,Food,16,
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,0.8802726698480887,Food,26,
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,0.9114642006741038,Food,26,
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,0.9118627693367218,Food,9,
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,0.9995180339473435,Food,16,
FDH19,19.35,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type2,7298.4996,0.8983028300982302,Food,28,
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,1.0735660356036019,Food,26,
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Small,Tier 2,Supermarket Type1,450.0808,0.8530871855424522,Food,6,
FDK21,7.905,Low Fat,0.016758568999999997,Snack Foods,250.4408,OUT010,1998,Small,Tier 3,Grocery Store,500.6816,1.5255089688262695,Food,15,
FDZ10,17.85,Low Fat,0.044248175,Snack Foods,126.20200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type2,3668.558,0.8046503360949405,Food,28,
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,0.731470215770892,Food,4,
NCZ18,7.825,Non-Edible,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,0.9838374199058236,Non-Consumable,9,
NCF07,9.0,Non-Edible,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type2,2125.2336,0.9941213956566134,Non-Consumable,28,
DRE49,20.75,Low Fat,0.021370201000000002,Soft Drinks,153.0024,OUT017,2007,Small,Tier 2,Supermarket Type1,2277.036,0.6507411383205808,Drinks,6,
FDJ08,11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,1.5187501077207262,Food,28,
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,0.879674610102616,Food,9,
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,1.3024726266861897,Food,15,
NCD06,13.0,Non-Edible,0.099729888,Household,46.306000000000004,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.2719999999999,1.0019789352344404,Non-Consumable,4,
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,0.9998523956558377,Food,9,
NCT54,8.695,Non-Edible,0.11972145099999999,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,0.9995030613158775,Non-Consumable,14,
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Small,Tier 2,Supermarket Type1,569.259,0.8895926838670725,Drinks,11,
FDM25,10.695,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type2,3866.9664,0.8941670684058874,Food,28,
FDF20,12.85,Low Fat,0.033287541000000004,Fruits and Vegetables,198.4768,OUT045,2002,Small,Tier 2,Supermarket Type1,1379.5376,0.9011444594986182,Food,11,
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,0.8511671067203848,Food,4,
FDV60,20.2,Regular,0.11679292,Baking Goods,196.21099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type2,5499.508000000001,0.8959758496523297,Food,28,
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,0.8652230820946141,Food,14,
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,0.9998523911592699,Food,9,
NCM31,6.095,Non-Edible,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,0.9970691118037831,Non-Consumable,16,
FDE33,19.35,Regular,0.049916364000000005,Fruits and Vegetables,80.2644,OUT017,2007,Small,Tier 2,Supermarket Type1,942.7728,0.835239972058251,Food,6,
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,0.8552974511167166,Food,16,
FDV13,17.35,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type2,3251.7672,0.9951689928052584,Food,28,
FDV20,20.2,Regular,0.10470453699999999,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,1.4697820238336525,Food,28,
NCQ54,17.7,Non-Edible,0.012540003000000001,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659000000001,0.880911623328237,Non-Consumable,9,
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,0.975337364324579,Food,4,
DRE60,9.395,Low Fat,0.15965759599999998,Soft Drinks,224.972,OUT045,2002,Small,Tier 2,Supermarket Type1,7696.648,0.8894938806122568,Drinks,11,
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Small,Tier 2,Supermarket Type1,2775.7202,1.0040551992946536,Drinks,6,
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Small,Tier 2,Supermarket Type1,5317.0788,1.124179517284519,Food,11,
FDR04,7.075,Low Fat,0.06611236082486209,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612,2.2095718099665005,Food,4,
FDX23,6.445,Low Fat,0.029691762000000003,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,0.8978670602693559,Food,16,
FDX19,19.1,Low Fat,0.09671552300000001,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,0.9980583899588474,Food,9,
FDD40,20.25,Regular,0.014790558999999998,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,1.0001911381613102,Food,9,
FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,0.9113964577550987,Food,16,
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,0.9650102016258271,Food,16,
FDM50,13.0,Regular,0.029943462999999997,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type2,1677.816,0.9951101211586245,Food,28,
FDB29,16.7,Regular,0.052368060999999994,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,0.9971251413475316,Food,26,
FDF46,7.07,Low Fat,0.09386114400000001,Snack Foods,115.5834,OUT045,2002,Small,Tier 2,Supermarket Type1,1267.0174,0.8707950823674528,Food,11,
FDA33,6.48,Low Fat,0.033968647000000005,Snack Foods,148.0076,OUT045,2002,Small,Tier 2,Supermarket Type1,886.8456,1.0002176067877442,Food,11,
FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.27200000000002,OUT010,1998,Small,Tier 3,Grocery Store,452.744,1.5044601239378619,Food,15,
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Small,Tier 2,Supermarket Type1,3877.6192,1.0011855218239496,Food,11,
FDY31,5.98,Low Fat,0.043351895999999994,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type2,4414.254,0.9940995947461371,Food,28,
DRQ35,9.299999999999999,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type2,5448.9072,0.9940995902480949,Drinks,28,
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,0.9030742939969448,Food,14,
DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Small,Tier 2,Supermarket Type1,958.752,1.004587394122817,Drinks,6,
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,Small,Tier 2,Supermarket Type1,1956.1204,0.8454938715355207,Food,6,
